customer_id,name,country,created_at,kyc_updated_at,risk_score,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country,account_iban,customer_segment,employment_status,annual_income_eur,kyc_review_date,residency_status,source_of_funds,onboarding_channel,last_login_ip_country
130,,IT,2023-06-24,,63,FR763849910000000013001,Premium,Self-Employed,35239,2023-09-21,Non-Resident,Savings,Branch,DE,FR763849910000000013001,Premium,Self-Employed,35239,2023-09-21,Non-Resident,Savings,Branch,DE
131,,BE,2023-04-11,,66,FR763264810000000013101,Premium,Retired,107351,2024-01-09,Non-Resident,Salary,Branch,ES,FR763264810000000013101,Premium,Retired,107351,2024-01-09,Non-Resident,Salary,Branch,ES
132,,FR,2025-05-30,,96,FR766683210000000013201,Premium,Self-Employed,55414,2025-06-14,Resident,Savings,Online,FR,FR766683210000000013201,Premium,Self-Employed,55414,2025-06-14,Resident,Savings,Online,FR
133,,LU,2023-05-08,,43,FR762904910000000013301,Premium,Self-Employed,41135,2024-04-12,Non-Resident,Savings,Online,FR,FR762904910000000013301,Premium,Self-Employed,41135,2024-04-12,Non-Resident,Savings,Online,FR
134,,DE,2023-04-03,,89,FR767225810000000013401,Retail,Retired,70857,2024-07-07,Non-Resident,Savings,Online,ES,FR767225810000000013401,Retail,Retired,70857,2024-07-07,Non-Resident,Savings,Online,ES
135,,LU,2023-02-23,,91,FR765835910000000013501,Retail,Salaried,109328,2023-07-16,Non-Resident,Salary,Online,ES,FR765835910000000013501,Retail,Salaried,109328,2023-07-16,Non-Resident,Salary,Online,ES
136,,DE,2023-09-01,,64,FR763396010000000013601,Premium,Self-Employed,53684,2025-01-30,Non-Resident,Business income,Branch,GB,FR763396010000000013601,Premium,Self-Employed,53684,2025-01-30,Non-Resident,Business income,Branch,GB
137,,LU,2023-02-03,,64,FR769348410000000013701,Premium,Self-Employed,36420,2024-05-15,Non-Resident,Savings,Branch,ES,FR769348410000000013701,Premium,Self-Employed,36420,2024-05-15,Non-Resident,Savings,Branch,ES
138,,FR,2024-07-08,,82,FR762559810000000013801,Private,Retired,101311,2025-06-06,Resident,Savings,Branch,GB,FR762559810000000013801,Private,Retired,101311,2025-06-06,Resident,Savings,Branch,GB
139,,FR,2025-04-30,,29,FR761727410000000013901,Premium,Student,56364,2024-12-15,Resident,Business income,Online,GB,FR761727410000000013901,Premium,Student,56364,2024-12-15,Resident,Business income,Online,GB
140,,LU,2025-03-09,,21,FR768950110000000014001,Private,Student,29029,2023-12-22,Non-Resident,Savings,Branch,GB,FR768950110000000014001,Private,Student,29029,2023-12-22,Non-Resident,Savings,Branch,GB
141,,DE,2023-10-15,,81,FR766836010000000014101,Private,Self-Employed,63156,2024-01-24,Non-Resident,Business income,Online,DE,FR766836010000000014101,Private,Self-Employed,63156,2024-01-24,Non-Resident,Business income,Online,DE
142,,FR,2024-02-04,,26,FR763630510000000014201,Retail,Salaried,50899,2025-09-06,Resident,Business income,Branch,GB,FR763630510000000014201,Retail,Salaried,50899,2025-09-06,Resident,Business income,Branch,GB
143,,FR,2024-08-18,,52,FR763865410000000014301,Private,Self-Employed,61221,2024-04-19,Resident,Business income,Online,DE,FR763865410000000014301,Private,Self-Employed,61221,2024-04-19,Resident,Business income,Online,DE
144,,IT,2024-07-21,,77,FR768486810000000014401,Retail,Self-Employed,116912,2024-05-27,Non-Resident,Savings,Online,FR,FR768486810000000014401,Retail,Self-Employed,116912,2024-05-27,Non-Resident,Savings,Online,FR
145,,FR,2025-06-25,,92,FR767759710000000014501,Retail,Student,47564,2025-04-20,Resident,Business income,Online,ES,FR767759710000000014501,Retail,Student,47564,2025-04-20,Resident,Business income,Online,ES
146,,DE,2024-10-30,,87,FR766411110000000014601,Premium,Self-Employed,22336,2025-08-17,Non-Resident,Savings,Branch,DE,FR766411110000000014601,Premium,Self-Employed,22336,2025-08-17,Non-Resident,Savings,Branch,DE
147,,DE,2025-03-29,,86,FR767735110000000014701,Retail,Salaried,130917,2023-05-03,Non-Resident,Business income,Online,DE,FR767735110000000014701,Retail,Salaried,130917,2023-05-03,Non-Resident,Business income,Online,DE
148,,IT,2023-06-16,,0,FR765446610000000014801,Private,Student,138732,2024-12-30,Non-Resident,Savings,Online,ES,FR765446610000000014801,Private,Student,138732,2024-12-30,Non-Resident,Savings,Online,ES
149,,LU,2023-03-18,,88,FR765691210000000014901,Retail,Self-Employed,125072,2024-06-02,Non-Resident,Salary,Branch,ES,FR765691210000000014901,Retail,Self-Employed,125072,2024-06-02,Non-Resident,Salary,Branch,ES
150,,FR,2024-03-22,,66,FR766496210000000015001,Retail,Student,26048,2023-11-11,Resident,Salary,Branch,FR,FR766496210000000015001,Retail,Student,26048,2023-11-11,Resident,Salary,Branch,FR
151,,IT,2025-09-02,,47,FR761753410000000015101,Premium,Retired,39480,2024-09-13,Non-Resident,Business income,Online,DE,FR761753410000000015101,Premium,Retired,39480,2024-09-13,Non-Resident,Business income,Online,DE
152,,FR,2023-05-25,,47,FR767064010000000015201,Premium,Retired,131152,2023-07-02,Resident,Salary,Online,DE,FR767064010000000015201,Premium,Retired,131152,2023-07-02,Resident,Salary,Online,DE
153,,FR,2024-08-23,,32,FR767866710000000015301,Premium,Self-Employed,83964,2023-04-11,Resident,Salary,Branch,ES,FR767866710000000015301,Premium,Self-Employed,83964,2023-04-11,Resident,Salary,Branch,ES
154,,DE,2025-04-09,,99,FR767245910000000015401,Private,Retired,92804,2024-02-18,Non-Resident,Savings,Online,GB,FR767245910000000015401,Private,Retired,92804,2024-02-18,Non-Resident,Savings,Online,GB
155,,FR,2025-07-29,,11,FR764384710000000015501,Private,Salaried,52657,2023-12-18,Resident,Salary,Branch,GB,FR764384710000000015501,Private,Salaried,52657,2023-12-18,Resident,Salary,Branch,GB
156,,FR,2024-07-07,,25,FR766275610000000015601,Retail,Student,43389,2024-07-28,Resident,Savings,Branch,DE,FR766275610000000015601,Retail,Student,43389,2024-07-28,Resident,Savings,Branch,DE
157,,DE,2024-09-25,,75,FR762832410000000015701,Premium,Self-Employed,113367,2025-07-26,Non-Resident,Business income,Online,GB,FR762832410000000015701,Premium,Self-Employed,113367,2025-07-26,Non-Resident,Business income,Online,GB
158,,IT,2023-09-12,,11,FR767989210000000015801,Premium,Student,88143,2024-07-21,Non-Resident,Savings,Branch,FR,FR767989210000000015801,Premium,Student,88143,2024-07-21,Non-Resident,Savings,Branch,FR
159,,ES,2023-02-18,,81,FR763494110000000015901,Private,Retired,25514,2023-06-06,Non-Resident,Savings,Online,FR,FR763494110000000015901,Private,Retired,25514,2023-06-06,Non-Resident,Savings,Online,FR
160,,ES,2023-10-17,,79,FR763245210000000016001,Premium,Retired,107887,2023-08-18,Non-Resident,Salary,Branch,ES,FR763245210000000016001,Premium,Retired,107887,2023-08-18,Non-Resident,Salary,Branch,ES
161,,FR,2025-03-29,,66,FR761023910000000016101,Retail,Student,88476,2023-06-06,Resident,Savings,Online,ES,FR761023910000000016101,Retail,Student,88476,2023-06-06,Resident,Savings,Online,ES
162,,BE,2023-06-23,,72,FR765446910000000016201,Private,Self-Employed,111484,2024-03-26,Non-Resident,Salary,Online,FR,FR765446910000000016201,Private,Self-Employed,111484,2024-03-26,Non-Resident,Salary,Online,FR
163,,ES,2023-09-24,,47,FR765827310000000016301,Premium,Retired,85840,2025-07-13,Non-Resident,Salary,Online,GB,FR765827310000000016301,Premium,Retired,85840,2025-07-13,Non-Resident,Salary,Online,GB
164,,IT,2024-12-23,,3,FR768153010000000016401,Premium,Salaried,59818,2023-12-31,Non-Resident,Business income,Branch,FR,FR768153010000000016401,Premium,Salaried,59818,2023-12-31,Non-Resident,Business income,Branch,FR
165,,LU,2024-12-17,,69,FR765235510000000016501,Private,Salaried,67745,2025-07-20,Non-Resident,Salary,Branch,FR,FR765235510000000016501,Private,Salaried,67745,2025-07-20,Non-Resident,Salary,Branch,FR
166,,FR,2023-02-28,,48,FR763324110000000016601,Retail,Retired,42310,2024-07-16,Resident,Savings,Online,FR,FR763324110000000016601,Retail,Retired,42310,2024-07-16,Resident,Savings,Online,FR
167,,FR,2024-09-12,,5,FR768044710000000016701,Retail,Salaried,101418,2024-08-31,Resident,Savings,Online,DE,FR768044710000000016701,Retail,Salaried,101418,2024-08-31,Resident,Savings,Online,DE
168,,BE,2024-07-30,,98,FR762297310000000016801,Premium,Retired,54272,2023-05-22,Non-Resident,Salary,Branch,ES,FR762297310000000016801,Premium,Retired,54272,2023-05-22,Non-Resident,Salary,Branch,ES
169,,FR,2024-09-02,,73,FR764454910000000016901,Premium,Retired,23166,2023-10-24,Resident,Salary,Branch,ES,FR764454910000000016901,Premium,Retired,23166,2023-10-24,Resident,Salary,Branch,ES
170,,FR,2023-11-07,,60,FR765858510000000017001,Private,Salaried,97377,2024-11-03,Resident,Business income,Online,DE,FR765858510000000017001,Private,Salaried,97377,2024-11-03,Resident,Business income,Online,DE
171,,IT,2024-03-25,,34,FR767897610000000017101,Premium,Student,35563,2023-11-24,Non-Resident,Salary,Branch,DE,FR767897610000000017101,Premium,Student,35563,2023-11-24,Non-Resident,Salary,Branch,DE
172,,BE,2023-05-10,,28,FR769207610000000017201,Private,Retired,134393,2024-04-14,Non-Resident,Business income,Online,GB,FR769207610000000017201,Private,Retired,134393,2024-04-14,Non-Resident,Business income,Online,GB
173,,FR,2023-11-18,,36,FR766784010000000017301,Retail,Self-Employed,51960,2024-09-15,Resident,Savings,Branch,FR,FR766784010000000017301,Retail,Self-Employed,51960,2024-09-15,Resident,Savings,Branch,FR
174,,DE,2023-04-14,,47,FR763245610000000017401,Premium,Self-Employed,112184,2023-06-13,Non-Resident,Business income,Branch,DE,FR763245610000000017401,Premium,Self-Employed,112184,2023-06-13,Non-Resident,Business income,Branch,DE
175,,FR,2024-08-28,,55,FR762522210000000017501,Premium,Retired,81759,2024-09-15,Resident,Savings,Online,GB,FR762522210000000017501,Premium,Retired,81759,2024-09-15,Resident,Savings,Online,GB
176,,ES,2023-05-01,,47,FR766916410000000017601,Retail,Retired,95936,2023-07-28,Non-Resident,Savings,Branch,GB,FR766916410000000017601,Retail,Retired,95936,2023-07-28,Non-Resident,Savings,Branch,GB
177,,FR,2023-05-18,,82,FR761494910000000017701,Private,Self-Employed,76236,2024-03-11,Resident,Savings,Online,ES,FR761494910000000017701,Private,Self-Employed,76236,2024-03-11,Resident,Savings,Online,ES
178,,FR,2023-10-28,,93,FR765597610000000017801,Premium,Self-Employed,62709,2024-10-02,Resident,Business income,Online,GB,FR765597610000000017801,Premium,Self-Employed,62709,2024-10-02,Resident,Business income,Online,GB
179,,ES,2025-05-26,,71,FR766111910000000017901,Premium,Retired,37379,2023-10-30,Non-Resident,Salary,Online,DE,FR766111910000000017901,Premium,Retired,37379,2023-10-30,Non-Resident,Salary,Online,DE
180,,BE,2024-06-28,,76,FR761718310000000018001,Private,Retired,67095,2023-04-25,Non-Resident,Savings,Online,DE,FR761718310000000018001,Private,Retired,67095,2023-04-25,Non-Resident,Savings,Online,DE
181,,FR,2023-01-14,,57,FR768807710000000018101,Premium,Student,57152,2023-04-01,Resident,Business income,Online,FR,FR768807710000000018101,Premium,Student,57152,2023-04-01,Resident,Business income,Online,FR
182,,FR,2025-02-02,,20,FR761155510000000018201,Premium,Retired,35289,2025-05-22,Resident,Savings,Online,GB,FR761155510000000018201,Premium,Retired,35289,2025-05-22,Resident,Savings,Online,GB
183,,IT,2025-03-20,,56,FR768676710000000018301,Private,Self-Employed,50921,2024-12-26,Non-Resident,Savings,Online,FR,FR768676710000000018301,Private,Self-Employed,50921,2024-12-26,Non-Resident,Savings,Online,FR
184,,FR,2025-08-30,,4,FR768458310000000018401,Premium,Salaried,93972,2024-01-06,Resident,Salary,Branch,DE,FR768458310000000018401,Premium,Salaried,93972,2024-01-06,Resident,Salary,Branch,DE
185,,BE,2024-02-29,,76,FR764263610000000018501,Private,Self-Employed,111584,2025-05-22,Non-Resident,Salary,Online,DE,FR764263610000000018501,Private,Self-Employed,111584,2025-05-22,Non-Resident,Salary,Online,DE
186,,LU,2024-05-09,,96,FR764960710000000018601,Private,Student,128396,2025-05-24,Non-Resident,Business income,Branch,FR,FR764960710000000018601,Private,Student,128396,2025-05-24,Non-Resident,Business income,Branch,FR
187,,DE,2023-05-14,,9,FR762194610000000018701,Premium,Self-Employed,138888,2024-01-27,Non-Resident,Business income,Branch,DE,FR762194610000000018701,Premium,Self-Employed,138888,2024-01-27,Non-Resident,Business income,Branch,DE
188,,ES,2024-09-13,,24,FR768267710000000018801,Private,Retired,23854,2023-06-02,Non-Resident,Business income,Branch,GB,FR768267710000000018801,Private,Retired,23854,2023-06-02,Non-Resident,Business income,Branch,GB
189,,ES,2024-04-28,,39,FR769915310000000018901,Retail,Retired,35397,2025-06-20,Non-Resident,Salary,Online,GB,FR769915310000000018901,Retail,Retired,35397,2025-06-20,Non-Resident,Salary,Online,GB
190,,LU,2024-02-11,,48,FR766777610000000019001,Premium,Student,136852,2024-09-21,Non-Resident,Salary,Branch,ES,FR766777610000000019001,Premium,Student,136852,2024-09-21,Non-Resident,Salary,Branch,ES
191,,FR,2025-07-23,,94,FR769891610000000019101,Retail,Student,82030,2024-09-29,Resident,Business income,Branch,GB,FR769891610000000019101,Retail,Student,82030,2024-09-29,Resident,Business income,Branch,GB
192,,FR,2023-10-18,,71,FR761988510000000019201,Private,Retired,98629,2025-04-25,Resident,Savings,Online,DE,FR761988510000000019201,Private,Retired,98629,2025-04-25,Resident,Savings,Online,DE
193,,ES,2025-03-09,,0,FR769672910000000019301,Premium,Student,122021,2024-10-26,Non-Resident,Business income,Online,FR,FR769672910000000019301,Premium,Student,122021,2024-10-26,Non-Resident,Business income,Online,FR
194,,FR,2025-07-09,,66,FR765241910000000019401,Retail,Retired,136808,2025-04-24,Resident,Business income,Branch,DE,FR765241910000000019401,Retail,Retired,136808,2025-04-24,Resident,Business income,Branch,DE
195,,LU,2025-03-03,,41,FR762381810000000019501,Retail,Student,102413,2023-04-03,Non-Resident,Savings,Branch,ES,FR762381810000000019501,Retail,Student,102413,2023-04-03,Non-Resident,Savings,Branch,ES
196,,BE,2023-02-09,,95,FR766406810000000019601,Premium,Salaried,47589,2024-01-16,Non-Resident,Salary,Online,FR,FR766406810000000019601,Premium,Salaried,47589,2024-01-16,Non-Resident,Salary,Online,FR
197,,IT,2022-12-30,,62,FR766478110000000019701,Retail,Student,119170,2023-04-28,Non-Resident,Salary,Online,DE,FR766478110000000019701,Retail,Student,119170,2023-04-28,Non-Resident,Salary,Online,DE
198,,FR,2025-08-01,,11,FR762904210000000019801,Private,Self-Employed,139636,2023-08-26,Resident,Salary,Online,ES,FR762904210000000019801,Private,Self-Employed,139636,2023-08-26,Resident,Salary,Online,ES
199,,BE,2023-02-13,,88,FR769594210000000019901,Retail,Retired,20319,2023-11-03,Non-Resident,Salary,Branch,GB,FR769594210000000019901,Retail,Retired,20319,2023-11-03,Non-Resident,Salary,Branch,GB
200,,FR,2025-01-12,,30,FR761991510000000020001,Retail,Self-Employed,120872,2023-12-22,Resident,Business income,Online,ES,FR761991510000000020001,Retail,Self-Employed,120872,2023-12-22,Resident,Business income,Online,ES
201,,ES,2023-03-12,,36,FR766199010000000020101,Private,Salaried,74376,2024-04-13,Non-Resident,Salary,Branch,GB,FR766199010000000020101,Private,Salaried,74376,2024-04-13,Non-Resident,Salary,Branch,GB
202,,FR,2025-03-23,,52,FR765574710000000020201,Premium,Retired,138705,2024-11-01,Resident,Business income,Branch,FR,FR765574710000000020201,Premium,Retired,138705,2024-11-01,Resident,Business income,Branch,FR
203,,DE,2024-08-10,,88,FR764826510000000020301,Premium,Retired,123561,2024-11-18,Non-Resident,Savings,Online,FR,FR764826510000000020301,Premium,Retired,123561,2024-11-18,Non-Resident,Savings,Online,FR
204,,FR,2023-05-29,,29,FR763073310000000020401,Retail,Retired,82796,2023-07-18,Resident,Business income,Online,FR,FR763073310000000020401,Retail,Retired,82796,2023-07-18,Resident,Business income,Online,FR
205,,BE,2023-12-24,,4,FR764261910000000020501,Premium,Retired,68455,2024-08-19,Non-Resident,Salary,Online,DE,FR764261910000000020501,Premium,Retired,68455,2024-08-19,Non-Resident,Salary,Online,DE
206,,FR,2025-08-10,,39,FR763745810000000020601,Retail,Student,29778,2024-06-06,Resident,Salary,Online,GB,FR763745810000000020601,Retail,Student,29778,2024-06-06,Resident,Salary,Online,GB
207,,IT,2025-09-08,,89,FR767103810000000020701,Premium,Salaried,100951,2023-05-13,Non-Resident,Business income,Branch,GB,FR767103810000000020701,Premium,Salaried,100951,2023-05-13,Non-Resident,Business income,Branch,GB
208,,FR,2024-06-27,,27,FR766749110000000020801,Private,Salaried,51114,2024-04-27,Resident,Salary,Branch,DE,FR766749110000000020801,Private,Salaried,51114,2024-04-27,Resident,Salary,Branch,DE
209,,FR,2023-01-29,,29,FR766483510000000020901,Retail,Self-Employed,35586,2023-12-04,Resident,Savings,Online,FR,FR766483510000000020901,Retail,Self-Employed,35586,2023-12-04,Resident,Savings,Online,FR
210,,BE,2024-09-29,,43,FR768956310000000021001,Premium,Salaried,106421,2024-12-26,Non-Resident,Salary,Branch,FR,FR768956310000000021001,Premium,Salaried,106421,2024-12-26,Non-Resident,Salary,Branch,FR
211,,FR,2024-07-16,,23,FR762059910000000021101,Retail,Salaried,29208,2024-06-14,Resident,Savings,Online,FR,FR762059910000000021101,Retail,Salaried,29208,2024-06-14,Resident,Savings,Online,FR
212,,ES,2025-06-11,,77,FR765534210000000021201,Private,Retired,25796,2024-07-18,Non-Resident,Business income,Online,FR,FR765534210000000021201,Private,Retired,25796,2024-07-18,Non-Resident,Business income,Online,FR
213,,BE,2025-01-11,,28,FR768252510000000021301,Premium,Retired,26211,2025-08-05,Non-Resident,Salary,Online,ES,FR768252510000000021301,Premium,Retired,26211,2025-08-05,Non-Resident,Salary,Online,ES
214,,LU,2023-09-26,,59,FR762487410000000021401,Retail,Student,83663,2024-05-29,Non-Resident,Savings,Branch,DE,FR762487410000000021401,Retail,Student,83663,2024-05-29,Non-Resident,Savings,Branch,DE
215,,ES,2023-12-11,,35,FR764564910000000021501,Premium,Student,79410,2023-10-19,Non-Resident,Savings,Branch,DE,FR764564910000000021501,Premium,Student,79410,2023-10-19,Non-Resident,Savings,Branch,DE
216,,FR,2024-02-12,,50,FR761584210000000021601,Private,Retired,137099,2023-04-06,Resident,Savings,Branch,DE,FR761584210000000021601,Private,Retired,137099,2023-04-06,Resident,Savings,Branch,DE
217,,FR,2025-04-15,,42,FR769906710000000021701,Retail,Student,44328,2025-06-16,Resident,Business income,Branch,ES,FR769906710000000021701,Retail,Student,44328,2025-06-16,Resident,Business income,Branch,ES
218,,BE,2025-08-22,,55,FR763707510000000021801,Private,Retired,31077,2023-07-13,Non-Resident,Salary,Online,ES,FR763707510000000021801,Private,Retired,31077,2023-07-13,Non-Resident,Salary,Online,ES
219,,DE,2023-07-14,,77,FR762046010000000021901,Retail,Salaried,54338,2025-02-07,Non-Resident,Savings,Branch,FR,FR762046010000000021901,Retail,Salaried,54338,2025-02-07,Non-Resident,Savings,Branch,FR
220,,DE,2025-02-03,,68,FR769941510000000022001,Retail,Salaried,116576,2025-08-07,Non-Resident,Savings,Branch,GB,FR769941510000000022001,Retail,Salaried,116576,2025-08-07,Non-Resident,Savings,Branch,GB
